Edad,ID empleado,Fecha contratacion,Años de experiencia,Viajes realizados,Km totales recorridos,Tiempo de inactividad total,Incidentes de peligro,Renuncia
57,cf828700-deb8-4867-bcbc-a8a92d64e9a0,1999-08-26,35,5007,3888516,192253,1,1
35,ea59acd3-c813-4542-8a09-290216745842,2009-11-23,2,4496,1640378,186284,0,1
43,40975dbf-b868-4857-bbc7-b0f89958a88e,2020-08-28,12,1287,525223,70676,0,0
48,b8b7a2b6-be96-422e-82cf-4b1c7e64be84,2004-10-22,16,6345,2301667,263874,0,0
40,2f810395-cb9e-4eef-ae50-6e82c1a33e77,2014-01-21,4,3476,1643725,134823,1,1
58,ca6ad7de-91a0-40c8-b4f7-bd4cfb1563b0,2008-10-06,7,3662,2357397,164352,0,0
36,52e81393-562c-4d76-af6d-4bb53daaf56d,2012-11-14,13,3396,629784,169234,0,0
42,7d7f25bd-448c-4c4a-8419-b8d6bc7abe00,2013-06-03,15,3858,1588385,124717,1,0
33,dca592e2-246f-4b7a-a8d8-a33b27beccd4,2016-05-14,9,1919,676119,138093,2,1
37,67a12809-83ea-4700-a503-5ad70d05983f,2020-03-30,4,1238,579881,106849,0,1
41,9ec597bf-c8d9-40d0-9480-10af87ff614b,2016-03-22,11,2822,1114836,188302,2,1
46,b61bf2bc-a67e-4821-acd6-1d57c9a2dc41,2001-09-07,0,4641,2760059,228067,2,1
42,4417dca1-c12b-4b1a-854c-acba39a292ee,2021-10-01,2,1086,486411,54847,0,1
50,67a91ece-c83a-44bb-b39b-a5bfc56a8b6d,2006-11-06,16,4651,2726884,171946,0,0
39,3d27d029-8ee2-425c-88c2-3ea6a2e188bb,2020-08-31,6,1408,473385,107514,0,1
37,14cf44be-0a01-49ec-bbeb-ad557e86f273,2009-10-14,17,4204,1602059,89306,0,0
60,37f4bc5a-8c25-4fcd-994c-415989b98791,2007-05-21,19,4991,2254213,190952,0,0
43,20446bfa-d1bc-4736-9ed8-86fe7a55ef9a,2014-11-26,2,3032,848927,202814,0,1
34,cb485af4-ac58-4378-8606-49a1230eaf46,2020-09-02,0,864,511732,38497,0,1
34,d9b59f70-571a-42e7-a8a3-927c37d3caa7,2018-01-20,10,1950,1189026,115742,0,0
32,ca4ec750-3e1f-4143-ba4a-eca5d6831a92,2012-09-06,2,3964,1046272,231802,0,1
47,8e564522-da4c-4afb-90ba-073c274bafe6,2010-06-05,5,4750,1737581,135525,1,1
37,bf372e4c-963a-47fe-a5d0-c1d6e48520f3,2016-03-10,7,2908,991975,160002,0,0
41,aaca43aa-917e-4075-a06c-027c7e90c126,2008-07-03,5,4614,3105914,130652,0,1
39,2519fff6-1616-4bf1-9e8c-3a380259abac,2016-12-20,12,2254,918764,140467,1,0
45,7080a188-b410-4b6f-b9bb-4691f4d228ac,2013-06-27,12,3075,1329038,189441,0,1
33,1ffb1fcb-d8d1-4870-830d-4b6beb5c100e,2019-10-16,1,1458,525178,97190,0,1
31,d91cb484-56ac-4aed-bf08-02a452cc0386,2022-07-05,9,722,340223,45946,0,0
41,8c6197be-954e-40a0-8342-9c65cd79206d,2009-03-09,9,3016,2168735,163392,0,0
44,9cb1211f-1964-4f28-834e-0d1096b5ab3f,2003-03-25,15,4290,2236424,149820,2,0
42,b4316717-3c6d-4d5e-b248-889b0d8c9991,2004-04-04,0,5709,3276590,182296,2,1
33,dc7fd415-d404-4fae-8490-b810ec51f00d,2012-09-21,8,2843,1688937,117057,1,1
45,381fbecf-38f6-40f9-bcab-dc13e9d234cc,2012-11-17,7,2784,1876247,174844,0,0
34,35ddcc77-c667-4401-b652-040b21d82046,2020-03-11,7,1048,587928,75234,0,1
35,60d5daa3-c867-4c5e-8731-0071b804a65f,2014-08-09,4,3164,1424986,184596,0,1
32,3869fc9d-5576-417a-b304-bc0d3b680f2e,2012-09-19,12,4026,1513601,273116,3,1
50,02ade9d5-f699-48c1-b610-7cfb9c3f2401,2003-02-05,7,6053,3760913,149979,0,1
45,f194c68c-44a3-497f-872e-fea10a4bce20,2011-10-21,23,4285,1753389,165412,0,0
44,6a5362ee-4599-4c72-a2aa-03b612139b02,2007-08-25,22,5461,2243780,196933,0,0
49,17f986b4-01ab-4242-9b4b-cea859c816fb,2001-10-11,12,5015,2676555,133189,2,0
60,a77c4d00-f443-4038-8571-0ea18cf484cc,1997-07-11,12,5667,3116557,146813,1,0
26,52ce5c2f-b344-433d-b0c1-eee3e073aa25,2019-08-04,2,1190,751320,82400,0,1
34,0b174e27-08a3-43c8-aaa5-68dd441e2b90,2018-02-08,14,1388,1071331,52458,0,0
35,2fcd405c-9894-4e1f-aa2b-2085b9a53dc5,2020-01-25,9,1365,549728,60326,0,0
33,ea84702a-7cce-4c2b-a2f9-9bc27f51f309,2017-09-03,7,1677,985305,94240,1,1
31,137bae4a-dfea-42d0-89a2-a74b7f30c1b9,2020-07-23,0,1455,613481,76571,0,0
37,ca978437-064e-4f3b-aed3-a908b13c9e5d,2008-02-25,15,4631,2353049,236375,4,1
30,e267486c-1a9a-4edc-9bb7-77dd08348ba9,2019-02-02,0,1428,473535,89573,0,1
42,65ea36f7-f22e-4a40-ba69-6bcadddad19e,2013-10-15,1,3713,1146868,154090,0,1
40,140615d9-d192-40bb-9a1a-88ad49e805d7,2017-03-17,5,2560,699568,182929,0,0
43,b78179ff-6db6-4c00-a89a-a2946e75ac91,2009-06-21,11,4651,2021279,238392,1,0
44,9110d03f-aa13-424e-8818-4b89dac6dac7,2011-09-11,22,4018,1367376,131548,1,1
44,53b146e7-14ec-4cc1-9831-b76cab8c8c93,2021-01-26,19,1331,463899,85318,0,0
37,9eed3b38-b614-4414-a2f0-b0b2f50d2400,2009-05-26,3,4261,1465166,178570,0,0
56,1b472009-4336-4905-a499-79e973cd43cd,2013-10-05,13,3548,1323391,145776,0,0
41,b69a8c5b-2d74-417d-bae5-0762a4ffd8ab,2015-02-02,17,1935,957063,167671,0,1
25,859bd70a-e4f3-46eb-b601-c491d84dde26,2023-02-20,3,534,303868,34672,0,0
31,21634853-e4dc-4a48-b066-a1fa54bd014a,2018-01-31,2,1812,1004242,96441,0,1
26,a2a3d98e-554b-4e97-8e06-a85d9f5e2a48,2019-12-16,2,979,688558,61094,1,1
40,90ef7aae-02ba-4c59-b7fe-32f9fa5d168e,2006-07-22,13,3634,2214766,219870,0,0
39,92277c51-062c-42a3-a76d-569699a8ff2f,2023-03-10,19,367,135003,19686,0,0
36,171c4a5f-ec43-443a-b5e8-a99f49c66c13,2008-08-08,11,3735,1895414,161454,0,0
56,6d47a1bd-7be2-4fd7-9cb6-7090ecde7f20,2003-10-09,0,4074,2258898,235908,2,1
44,335a6ce2-0014-4b5c-9007-a180b8754fa8,2017-05-07,17,1910,1055727,66706,0,1
45,10107b6b-071f-43e5-a84b-61088978208b,2019-01-22,6,1839,891055,128159,0,0
32,c0b6ab00-eef7-414a-8094-b004d0ff7326,2020-08-13,11,1238,624487,44155,0,1
32,39f9d740-a43b-4848-8b0f-2f1ef632a34d,2013-08-31,4,3231,1894380,139130,2,1
40,9d7bb8c4-d7ef-4dd2-9d96-bf781b855fce,2018-05-05,4,1277,758900,46477,0,1
41,089a920a-16fb-43de-9c2b-30e9b98785d2,2014-06-15,10,3269,1178364,126075,0,0
25,0702937b-9147-48ef-a57e-b53c0133857a,2020-08-22,1,922,715365,73862,0,0
38,0a985a74-bc65-44cb-b3cf-11380006d59a,2008-06-25,4,3784,2213570,224384,0,0
40,a821a073-264e-4109-8128-ef04695506dd,2011-01-02,12,3655,1708001,232223,2,1
38,977ab458-ee04-4977-a84c-19b21d636730,2010-08-15,14,4632,2643897,100942,1,0
33,cdb6d8d6-a6f7-4158-bb81-e87830b5e713,2021-11-30,11,1067,470311,47326,0,1
35,3693d137-b7f2-4573-ab68-f36047c4510d,2011-01-06,6,4201,1730021,212328,0,1
38,e95e97ed-6940-43d4-9970-f87f04f97f75,2019-03-17,1,1722,642190,119733,1,1
40,a95b35ef-4fc0-418b-8bb7-87960c632418,2021-08-07,10,925,593869,44536,0,0
44,26260a5e-f821-499c-bce0-4d000c9b7f91,2000-10-02,10,6831,3268246,183623,0,0
48,245c379f-c1a9-4df2-b72a-3277ed0f1bbd,2018-07-11,5,1352,853506,57623,0,1
37,670d5240-b578-4f81-9f4c-2004c4b9a5ac,2021-11-05,16,736,489771,64438,0,0
36,5aa070dd-d0ee-45d9-9d8a-321496a7ef83,2014-02-27,16,3593,1690036,142947,0,0
43,427eda12-7619-4e8b-a093-318e8004cf69,2016-11-02,1,2712,1198122,140072,1,1
44,3931b97f-586f-484a-8d41-af0c64fe6f1b,2020-12-19,19,964,644960,59443,0,0
36,72e8c017-1c90-4acc-9d78-f7409f05993f,2014-07-22,10,2311,1496176,158345,1,1
46,508ff811-29c4-4df4-8dd7-ae6e526f655b,2004-06-12,7,4478,2984358,141985,3,1
47,f509d537-8557-40e5-8c84-0c71aa15b294,2002-10-07,17,5677,2384507,316546,0,0
50,63a57d7a-c47a-4780-9aa5-c40d26c17ef0,2019-08-29,3,1185,995099,46681,1,1
54,ce31577d-7b3a-4d7a-82ab-9098ff4ac799,2008-01-11,2,4753,1572923,303895,5,1
33,73cbcc8f-1ffd-4cbd-87c4-aa26ffd58ff9,2013-08-06,13,2238,1583319,69565,0,0
40,8e8b8549-6ac7-4f0a-9bec-32f22aa1940b,2020-12-12,13,833,374310,51273,0,1
40,a6fb29df-ad9c-4c0d-8974-7701d4a9ab55,2020-01-06,5,1148,643583,97801,0,0
39,f432e5b7-5696-4b96-a155-eac57357c027,2024-02-14,9,308,115936,23403,0,0
34,9d8d6a48-fac6-4a27-a618-1d36590bb93c,2016-10-29,14,1916,1098820,119557,0,1
28,e7034f51-5df3-47ac-9b58-5ef6ea50bd9f,2022-08-11,3,642,352058,29681,0,0
40,f52f90d7-fc98-4cfc-8b4f-ea62d0a27275,2009-09-10,18,4309,1545510,174920,3,0
33,3612c75b-4222-4107-9366-6b6db402863b,2011-09-01,12,4020,1713898,250859,0,1
40,267dcb85-f59d-4986-9d83-654addc2855c,2019-12-30,7,1175,871300,76872,0,0
33,085830f3-5405-4b69-b994-6b807f25cfef,2015-09-26,9,2728,843844,189342,2,0
31,d58deca2-abad-4158-b4eb-06ea2497f49e,2021-11-02,7,746,342235,47940,0,0
41,55edf2ff-d978-4298-83c1-1261ea36d487,2023-10-15,16,381,210686,22594,0,1
41,59cf6afd-fb64-4ef5-a5ac-f074992fcb24,2008-03-31,8,4203,2200986,227040,1,0
44,e0d2ebc4-5492-4655-a7ea-9c6da65ac639,2013-10-04,1,3627,1508476,184875,0,0
57,91f4a41e-a730-4797-86b3-7b16724d3a2e,1996-09-23,6,9273,4484510,95191,3,0
42,773b77db-2806-4fb6-81c6-266d30d8c10b,2012-06-02,14,3768,1333538,124472,0,0
43,a41e3cca-8b99-4df2-aa1c-b5ea8d314236,2020-07-18,18,1461,520360,108163,1,0
31,f346f213-002d-4dac-9603-1e54f3adf372,2019-03-23,9,1203,647937,81510,0,0
29,d72877c0-689e-4dab-ad08-e1cea6e63dc2,2022-05-05,5,785,332130,41632,0,0
52,64952bda-63c5-4eef-9fb7-4616325dc0f4,1998-09-21,2,5595,4415268,222306,1,0
32,4440e50c-caa5-4715-905a-a93c285dde34,2015-11-18,0,2071,725380,131578,0,0
31,6b82ca3d-d5ea-437e-9856-f4b76f9cea33,2020-05-31,9,1230,441492,80860,0,0
39,72733137-fe36-4ca3-85a0-aa956a1764c4,2014-02-22,10,3207,969000,216695,0,1
39,f34abad0-2a1f-417a-9d27-285f72f19729,2011-06-16,15,3948,2313912,188055,0,0
32,78e4e628-f8d3-479a-9131-62ebbc87ff07,2014-10-12,2,3215,1141116,181684,1,1
37,ed92925e-2e6a-48cb-8c51-c12a7c517608,2022-10-21,7,623,279172,37525,0,0
49,b81746fb-c6a8-4a1c-8ad5-0e12a9b828dc,2023-07-07,27,524,133160,50482,0,1
33,ce1cbf11-9cba-4dec-9e96-b93a1dddbd04,2022-09-05,2,776,298740,39586,0,0
28,e9e021c1-5706-40a9-b65d-5b374cce5af5,2021-01-03,0,1274,636530,88616,0,1
47,cdcf8cef-4470-4bb4-be0b-86c1772a940d,2011-07-29,18,2937,1837854,146610,0,0
43,60b78a39-a869-4d4e-8aa9-dafd14a48831,2021-01-11,14,1075,515470,72949,0,1
35,0cbf106d-e493-4a1d-96dc-cdddd124e064,2018-01-01,15,2078,588100,161903,0,0
27,be91e6bf-2a71-443f-9516-fb9a0fcafe91,2021-01-28,7,1329,483379,73601,0,0
34,65013655-89b1-42d3-94c5-e92a95cef987,2022-08-22,11,465,333536,34065,0,1
39,9d2a85d2-2525-45ff-8629-358d54d05942,2006-10-05,0,4240,1819336,226781,2,1
49,481cd884-4f44-45d6-8810-f2fa2fe2a47b,2006-10-21,14,4271,2698436,151599,0,1
31,11602959-81e0-4cb8-9050-43801859238a,2019-11-24,10,1184,809629,92016,0,0
39,d9aa4460-979f-40dc-a3c6-e9e842bdb74f,2014-07-17,8,3208,1193907,197879,1,0
45,787efee6-6e38-432e-9bd0-e5ad748f91a2,2016-04-25,25,1674,1318871,84408,0,0
20,a9a5164c-aced-46eb-93b1-d39ba8cf388f,2024-03-01,0,234,124545,19375,0,1
48,33389976-666f-4469-a213-8803404184fd,2008-01-29,3,4897,2757093,140162,4,1
30,f3701da7-9d64-495c-b849-d4bf61a0457a,2019-03-22,5,1438,1113141,79689,0,0
42,113eca4f-566b-4d46-bd36-3d9d79ada8e4,2004-02-21,15,4282,2015789,192964,2,1
41,2544f0eb-d9fc-4b00-90a3-d622a89456e7,2006-07-31,1,5052,2793660,223799,0,1
48,e2656056-73b2-4a17-bef4-fce418e3d692,2001-06-04,9,6148,3940077,148419,0,1
44,ca431f3d-419c-4591-afa4-ba84a5e742b6,2018-10-03,17,2089,637560,144497,1,1
20,8eb30c4b-ca22-4f18-ba73-e03ab1aeb424,2024-03-01,0,291,110956,21652,0,0
33,7bbf0650-ee53-45b5-b8b3-3633f10ca1a5,2015-03-15,4,3254,1102943,154465,3,1
41,c262687a-a362-4cde-b92a-2623e045a940,2014-05-01,15,2273,1342916,183359,0,1
38,06949794-7f67-454c-800a-deb0ac82bb66,2011-11-14,14,3907,1561159,154690,3,1
43,a68460af-5985-427d-9af3-92472479adf0,2006-09-07,12,4864,2255426,137246,1,0
46,5b2d913d-82f9-4893-ab1a-7b74266e4592,2016-06-29,25,2486,1320762,155992,0,0
44,cbd2a319-0e97-4091-83a9-8f0480ff5e87,2017-05-04,23,1963,566841,55058,1,1
38,d3e52ad9-b2c4-43e8-96a6-11231a6070d1,2015-05-04,8,2099,976525,167477,0,0
25,aa45f8f6-6daf-4e3d-bb1c-a96401678123,2022-10-19,0,447,348705,29110,0,1
36,2a968031-0e99-4b06-b43b-71ff6975e4ca,2013-06-30,13,3560,1680174,106768,0,0
43,d56cb97f-1b13-4977-a90d-8238fa3cdc96,2007-01-02,5,5478,1759845,191961,0,0
31,e9e8737f-44c4-4647-b994-1fa704e5f224,2018-12-23,10,1276,892194,44563,0,0
45,4ba42a28-9166-4ca9-a934-85a0a9832c0b,2006-01-31,15,5283,3178904,189460,1,0
47,47f02c22-df93-4442-8d2e-d5412cfa1db1,2010-05-24,11,4289,1867090,130433,1,0
41,17308e5c-9f97-40c1-b3c8-73eab56ba14c,2009-03-16,12,4214,1570117,238706,0,0
20,499e9b4b-b275-4542-b62b-6001a0a54c6e,2024-03-01,0,228,153298,13622,0,1
29,04429649-2204-4530-8cca-1c4eb61258fc,2017-07-09,9,2379,1362059,104765,0,1
55,9ca669f2-49c3-41cb-8e9e-6763bb31c8fd,2003-06-11,7,6005,2214449,290148,2,0
35,cf0bf09d-ce19-423e-a51d-989e72317574,2020-03-03,14,1437,644127,97988,0,0
24,dfba4100-9274-4d42-9c92-2cdd185cea84,2021-12-11,0,894,514161,69699,0,1
49,4b344438-4b7b-4f83-b9ba-bc31e8f5ef8b,1999-05-19,23,7426,3383215,182296,1,1
40,8dc41228-0baf-47ba-80e3-9e8df116500d,2019-03-07,19,1219,459532,75573,0,1
48,dd0bb83a-8bd7-4947-acdb-777795119ee6,2003-07-29,11,6853,3039843,170220,2,0
42,f2724b76-31c8-4c08-ae38-10a954d3d48c,2003-03-12,1,4929,2180354,243723,2,1
43,4fe126ad-cac2-49dd-bd0d-ec209431bc1e,2004-04-03,19,6373,1896589,226617,2,0
42,c1959468-23ba-4f7d-8c88-61381b487445,2015-05-04,19,3077,760078,156802,2,0
45,7662199f-854f-4cd0-996d-1e08cf837758,2008-12-30,8,4490,2629098,154356,1,1
58,e0177bb5-2e81-46e4-b62f-a9cb7541f51d,1995-06-05,20,8030,3076369,298222,4,0
47,27157287-f3bf-448d-93c4-7e49ccd1e22d,2008-10-30,22,3243,2247194,159463,0,0
27,d60b71e2-3b8d-4256-aba1-f0c373fe97da,2023-05-13,1,443,260776,31729,0,0
43,f6f76de1-82f5-4852-8aa4-b3028e7d820c,2023-02-14,15,555,270757,34147,0,0
49,75ac9475-d148-406f-9294-c558cc9e3bd0,2001-04-06,12,4650,3262625,167022,1,0
49,26c85ef9-2b20-4f89-9953-de82c02f7cc1,2011-11-21,5,2640,1844966,144210,1,0
36,3ef17fe9-ef65-4e99-a6f7-53a2adf5eece,2020-03-21,14,1620,652052,72321,1,0
49,c8d21ed4-19de-436d-824e-d83b75c725a9,2014-02-02,9,2560,1169762,163112,1,0
47,d720070a-f518-4ec7-86f4-35a47c7f31c6,2003-09-25,26,5009,2207911,216270,0,0
60,45914d32-c4f2-435d-9e1a-cf9332ef4eaf,2010-09-07,23,3176,1806730,170328,1,0
33,4f9843c3-fbed-4def-a007-b523c1073dab,2012-11-18,7,3402,1524822,179582,0,0
35,9657f247-ff8a-45e6-a46c-02fe95ed78ec,2013-02-24,6,3024,1686508,211542,1,0
37,50e2b889-e264-44e9-ae9c-9becd9d25454,2007-08-15,7,5230,2807549,196869,0,0
36,46f0bd62-1804-41e6-b693-33fa77a406f0,2009-12-17,13,3914,2096326,181746,1,0
32,a14d832b-9b6d-4a6b-be28-2808534b1c4f,2021-02-11,8,748,421706,39001,0,1
20,4a028419-c2be-45fe-a5d4-6e34de00b00f,2024-03-01,0,252,64060,19783,0,1
36,73b842d9-8b24-43b1-b155-dad9c5b84793,2023-11-03,7,252,139626,15272,0,0
42,e903f572-8561-408a-b3af-9bd0e97b019b,2002-05-18,6,6914,2017834,183310,1,0
36,d254acbd-11af-4812-aba6-3a8a052217a3,2019-12-29,1,1030,550776,60602,0,0
55,8ae72a29-7522-4fdb-85f0-c52f4e1ea60e,2004-11-25,27,4342,2733797,199542,6,1
40,e04bf60c-1d67-44b2-9586-99354f6d5754,2007-03-13,8,4489,2341358,156706,1,1
50,f1594d72-725a-4541-a94e-8feacf1a2734,2019-07-08,15,1192,1028723,66854,0,0
42,03f7f141-3a67-431c-9a3e-aa0e7a299a84,2005-07-11,10,5133,2787761,193875,1,1
46,77b6ad50-bc98-4359-a2e6-ea36a8694379,2023-11-06,11,329,241814,20669,0,0
42,7f4e11ac-98ba-4921-b1a1-42f768c1bac2,2014-06-13,15,3448,1593824,210340,0,0
50,25f767ee-4c19-423a-a0f2-74f85f033327,2010-06-27,18,2870,2341987,93921,0,0
40,2bd002a6-4b85-4583-af36-aa2540929692,2016-09-09,20,2261,994385,190894,0,0
43,7b923a00-1895-4f77-845b-ef93fd0ac252,2010-09-09,3,4167,1395975,209986,0,0
42,749dc156-d887-4546-b67f-0b0294c75196,2004-01-20,13,4249,2421895,231468,0,0
37,454271c6-1337-47f7-98ee-27a139f98de2,2018-08-12,1,1805,835277,106734,0,1
43,efc07888-d2d0-4fc2-852e-05b707e40456,2010-11-08,19,4420,1566779,119879,4,0
57,223728d5-0cfc-46d3-ab93-425746a56fde,1998-09-27,23,7866,2605157,212359,4,1
37,07763245-2a55-4115-8395-c6ca270f126d,2011-01-13,7,4511,1978453,165120,1,0
43,7885245d-c872-4145-8c3d-2c5caaf93c9e,2023-03-26,19,556,190315,44376,0,0
50,96a3b507-71eb-4f98-a738-fce3622bbba1,1996-11-04,14,6802,2351404,198612,0,1
49,a54c9459-a65c-46c0-904f-8595fa98e438,2022-10-25,6,744,223280,37035,0,0
40,b625cdf1-64fa-46a6-9091-38c8b9b5fac5,2012-05-26,9,2751,1544294,153011,0,0
20,87de1682-eed8-4a08-ae05-e13a4d265b6e,2024-03-01,0,267,98815,19407,0,0
44,02f437f7-9c3b-47f1-81c1-e86c23d34bdc,2005-04-22,22,5847,2406203,254696,0,1
22,194b5228-af53-4d06-b0b3-63f102c05440,2023-11-14,2,401,188270,19289,0,1
51,73640f6d-34c7-4620-9890-11a72dbab978,2018-12-20,24,1961,896047,65096,0,1
41,f1a88fd8-e70d-4c0a-8976-fc1bb6b6c724,2008-05-20,19,3272,1821133,195217,5,1
47,5da94a65-961a-4b16-bae2-32fa4b0ff540,2020-02-18,22,1452,451568,120453,0,0
32,1c2413d1-d2c2-42e3-8946-6a26f1b82c3a,2018-07-15,5,1408,735863,77304,0,0
27,b97c06e6-2dec-4f3c-b2c8-0f69ff50c9e6,2019-01-18,0,1813,899076,72378,0,0
42,fd08d536-d2c4-4493-b45c-e87955940d72,2009-11-06,8,4364,2355833,158240,1,1
39,d3f49d2c-ff1b-42f5-bb9d-967802e02638,2020-03-02,18,1044,690271,69439,0,0
36,b7206dcd-5a0d-429e-9596-cecb11649d45,2019-04-22,16,1782,954685,92338,0,0
40,82711bbb-ae00-4cbf-b501-1d8b25aa5c22,2004-10-19,16,5092,3632244,217992,0,1
60,90153a0e-b66a-4dc4-8230-a359675e7402,2011-03-01,8,3669,1592201,226906,3,1
46,2833533a-30f2-4f43-9f87-f31c796d1565,2023-01-05,5,698,368575,44891,0,1
48,fe59f33f-d74e-4005-b130-4f3db5a6d805,2018-01-08,25,1989,858768,57941,0,0
46,33a39e79-3c64-4762-8f9f-dcf3b4a8a254,2015-04-09,3,2657,1559758,110227,0,1
51,39e2b0ea-c6e4-4c48-a1f8-9e64ed99d190,1995-03-15,18,5545,4450769,166844,0,0
38,65393792-002b-466c-b7bd-ce998f0ff099,2018-09-21,7,1364,451388,69212,0,0
23,e839bbb3-3561-4684-a666-6a7eb690a978,2024-02-02,1,200,107171,13671,0,0
38,3d47168e-0c91-40d4-8976-a7a7f44b6903,2014-12-10,12,2364,942076,143776,1,0
46,a0bc79ef-ea3e-4392-a7c2-3316a6d52ac8,2021-12-29,25,738,240211,27415,0,1
32,65bc72ac-48ff-4906-9376-1fa5fb637c0c,2020-11-17,10,1114,657840,79662,0,0
38,6f3325cf-2f3b-4922-8bbd-36992ba3ca77,2006-04-26,9,5341,3548714,150083,3,1
34,f3536aff-0321-4c5e-88ef-eccabe8e2bb2,2014-04-23,6,2266,1306016,137489,1,0
52,6ca57fc2-7488-4931-80aa-60f5124947c0,2022-09-12,29,667,376917,49171,0,0
45,1ab973c9-71bf-456f-9702-83492ba50d00,2012-12-15,15,3865,2090245,128036,1,0
45,46cf2f72-afa6-4890-8f53-ee13cc318e0d,2019-11-17,12,1108,708033,87972,0,1
44,613def3b-a5f2-4c23-b1a2-57ea758097dd,2021-03-21,17,1100,501431,64419,0,0
39,06422148-5e16-4584-970b-be08c97d9e97,2013-01-07,4,2298,1465410,175827,0,0
41,bf831846-e9b2-4df7-9f6d-123019d70d8a,2013-07-22,1,3020,1666339,116348,0,1
30,f3deb314-484d-4381-b355-73af9cd4cbf0,2016-09-28,9,2450,1291844,172522,1,0
22,e67f44bc-5977-43bc-88a0-80faefa42e2a,2022-05-20,1,521,393135,25492,0,1
41,c9027910-0ded-44eb-a732-9322250a4514,2018-12-28,3,1428,866364,136593,0,1
42,e5571b82-b767-4304-8376-2c6ada3209ab,2003-11-16,6,6618,2689747,173460,3,1
49,7b3b0e2d-67e2-40ac-b341-cb7473e194a1,2009-02-26,29,3450,1301329,241612,0,0
52,48b1fbfb-ff4e-423d-b76b-932d4c10a9df,2016-08-31,20,2449,1309320,115226,0,0
52,42d85ac7-73a6-4dcc-8e60-acd41d5c219e,1999-08-28,20,6940,2303441,346133,0,0
32,04dba17c-d3cc-468e-8a77-019feb422cf0,2023-09-28,0,294,207766,18735,0,1
37,629873e3-f5c9-4f1f-ba22-dee4686390d8,2014-08-30,17,3056,1574520,108186,2,1
43,595fbdfd-05b3-4f68-9de3-e02793ebd374,2007-07-31,21,4578,1662050,68362,8,1
60,6f3c76f9-f64c-4be0-913d-a09d88e486b5,2016-01-20,22,1813,1002979,172420,0,0
51,9518222a-2364-4078-8c4e-92e0cbc319a0,1999-02-21,9,8362,4939919,51087,0,0
48,1d22abee-c2d6-4146-af39-0b7c26d8a8c4,2017-06-11,20,1964,969068,29402,0,0
36,3bf07d54-9c6f-4a7c-b229-85af94ea1718,2010-09-27,14,4204,1329805,232213,0,0
32,f7342f22-c864-426a-8b8c-59ba26b74b30,2023-03-23,10,416,293575,31029,0,0
46,9e2262aa-89f5-405c-a0ce-dfb042cec9fc,2020-01-05,26,1044,542366,53024,0,1
31,7525e6e2-6864-4f43-90f6-188a4fd0de6c,2019-12-24,7,1508,371902,76829,0,0
38,53b826a0-01f5-469f-8dc2-bea079904009,2008-10-20,6,4598,2340091,188232,2,0
39,0efe1e6c-2159-4a46-8b3d-7745303386e3,2021-06-03,9,833,378208,68059,0,1
52,31a421aa-19f2-48b9-9f5a-836efaf0d665,1998-10-18,26,7690,3618319,205824,5,1
37,1d3bf678-c31c-44c1-876c-67d512d77b4d,2020-04-06,4,1256,510122,104742,0,1
20,8af004af-7959-4503-83b5-c5fa38836d76,2024-03-01,0,233,148400,19336,0,1
44,fd5e726a-a936-4427-af81-b06bf6abb4f9,2015-09-16,18,2814,1259604,137512,0,0
34,c2881029-2faa-47e7-b55b-f3221fd1f328,2022-07-07,6,722,138291,28317,0,1
40,310ee8dc-0b3d-44af-bc9d-bbcee5fe7084,2005-04-17,17,5101,2762111,188622,0,0
39,896c3cc2-2bd1-4ffc-b9c1-4be420aeb1e0,2015-11-06,2,2753,1112173,166914,0,0
37,25d49396-58b5-4ca3-9dd8-0eff44336a3e,2012-06-09,6,3336,2153592,151216,0,0
46,c47480d5-3270-49b2-9cf4-24ff282d8736,2009-03-21,7,5098,2222535,231185,3,0
27,1f96c196-8d3f-41d3-9b77-60f4499e208c,2020-08-28,5,1361,675670,96451,0,1
35,8a7754c5-06fc-45af-bd5f-753b5d956fae,2014-12-04,12,2405,1096406,153278,0,0
45,4ac0d7ec-9aff-4d6c-82a0-7711ed20d847,2001-09-21,11,5873,2455535,233765,0,1
35,cf1280c3-7a99-454b-8476-032ad662ef4e,2013-09-07,7,3702,1458946,201695,3,0
27,3825f189-befc-49bf-8e45-656ae979685e,2020-06-10,1,1480,553984,137130,1,1
45,03fa8d56-6dc6-487e-8894-a1b0c72cd0d1,2008-01-18,18,3604,2857418,97834,0,0
48,280f8adb-4da9-46de-a29d-974e809f782b,2007-03-14,28,4000,2216213,212467,0,0
39,b7033fc1-0493-40e4-921c-152c10469f13,2015-12-11,15,2174,848784,185223,0,0
24,11224cc7-6c8a-44fe-b72c-03fb9bd82f96,2021-09-01,1,1087,362404,47405,0,0
45,3d789888-5ff1-4217-bec0-2e5001e06733,2013-01-31,16,3842,1884824,208184,0,0
26,d3e7fe83-8df8-4a73-b69f-42204a795691,2019-08-16,2,1661,681317,124265,0,1
42,b61e00a6-55cc-4f3a-9292-5d6c6dbb51b0,2002-11-12,0,4970,2706934,135419,0,1
32,b16434ee-90d2-40e5-a52e-d09e2fe09699,2012-08-27,2,3905,1986669,195784,2,1
30,0fbe20b3-9fb6-45be-877c-fcebd47648c8,2015-12-19,1,1724,930111,95477,0,1
36,7c0ef3ec-5274-4f80-9bb7-2240c24ae11d,2014-07-18,3,2595,664030,153007,0,1
